습도, 온도, 음성, 조도, 자석, 적외선인체감지, R(색깔), G(색깔), B(색깔), 자이로X, 자이로Y, 자이로Z, 가속도X, 가속도Y, 가속도Z, grideye pixels 1~64
12.30, 24.90, 88, 464, 0, 0, 134, 130, 165, -1.73, -0.71, 0.69, 1.04, -0.02, -0.12, 25.00, 25.75, 25.50, 25.25, 26.25, 30.25, 30.25, 29.25, 24.75, 25.50, 24.25, 24.50, 27.50, 31.50, 29.75, 27.00, 24.25, 24.75, 23.25, 23.25, 29.50, 29.50, 29.50, 28.00, 24.50, 26.00, 25.00, 24.25, 28.50, 31.00, 28.00, 27.50, 26.00, 27.25, 26.75, 27.25, 28.75, 30.00, 29.00, 27.75, 26.50, 28.25, 29.00, 31.00, 29.25, 31.00, 27.50, 26.25, 28.50, 29.50, 30.75, 28.00, 29.25, 27.75, 26.00, 26.25, 26.50, 29.00, 28.25, 26.00, 26.75, 27.25, 27.25, 27.00, 
12.00, 24.90, 88, 417, 0, 0, 132, 130, 165, -1.55, -0.47, 0.73, 1.04, -0.03, -0.12, 25.00, 25.50, 25.50, 25.25, 26.00, 29.75, 29.75, 30.00, 25.00, 25.25, 25.00, 24.50, 26.75, 31.25, 30.50, 28.00, 25.00, 24.75, 23.75, 23.25, 29.00, 29.00, 29.25, 28.50, 24.50, 25.75, 24.75, 24.25, 28.50, 31.25, 28.50, 28.00, 26.25, 27.25, 26.75, 28.00, 29.50, 30.50, 29.50, 28.25, 27.00, 28.50, 28.75, 31.00, 30.00, 30.75, 27.00, 26.00, 28.25, 30.00, 30.50, 27.75, 28.75, 27.25, 26.25, 26.25, 27.00, 28.75, 28.50, 26.25, 27.00, 27.25, 27.25, 26.50, 
12.00, 24.90, 88, 461, 0, 0, 135, 130, 164, -1.41, -0.82, 0.26, 1.03, -0.02, -0.10, 25.25, 25.25, 25.50, 25.25, 26.25, 29.50, 29.75, 29.50, 24.50, 25.25, 24.50, 24.00, 26.75, 31.00, 29.75, 27.00, 24.50, 24.50, 23.00, 23.25, 29.00, 29.25, 29.00, 28.25, 24.25, 25.25, 24.75, 24.00, 28.25, 30.50, 28.00, 27.25, 26.00, 27.00, 27.00, 27.75, 29.25, 30.25, 29.00, 27.25, 26.50, 27.75, 29.00, 30.25, 29.75, 30.00, 26.75, 25.50, 27.50, 29.75, 30.50, 27.75, 28.25, 27.25, 26.00, 25.75, 26.75, 28.75, 29.00, 26.00, 27.00, 27.50, 27.25, 26.75, 
11.90, 24.90, 88, 422, 0, 1, 132, 130, 164, -1.50, -0.66, 0.82, 1.04, -0.03, -0.12, 25.25, 25.75, 25.50, 25.50, 26.50, 29.75, 30.00, 30.00, 25.50, 25.50, 24.75, 24.50, 28.00, 31.75, 30.50, 27.25, 24.50, 24.75, 23.75, 23.75, 29.75, 29.75, 29.50, 28.50, 24.75, 25.75, 24.75, 24.50, 29.00, 31.25, 28.00, 28.00, 26.25, 27.00, 27.00, 28.25, 29.75, 30.25, 29.00, 27.50, 26.50, 28.50, 29.00, 31.00, 29.75, 30.75, 27.25, 26.00, 28.00, 30.50, 30.75, 28.25, 29.50, 27.50, 26.50, 26.50, 27.25, 28.75, 28.75, 26.75, 27.00, 27.00, 27.00, 27.00, 
11.90, 24.90, 88, 468, 0, 1, 135, 130, 164, -1.73, -0.55, 0.57, 1.04, -0.03, -0.11, 25.00, 25.50, 25.50, 25.50, 26.25, 30.00, 30.00, 29.75, 25.00, 25.25, 25.00, 25.00, 28.00, 31.75, 30.25, 27.00, 25.00, 25.00, 23.50, 24.25, 30.75, 29.75, 29.50, 28.75, 25.00, 26.00, 25.25, 24.75, 29.75, 31.50, 28.50, 28.00, 26.25, 27.25, 27.50, 28.50, 30.00, 30.75, 29.50, 28.25, 27.25, 28.75, 29.00, 31.50, 30.00, 30.75, 27.50, 26.00, 28.50, 30.00, 30.25, 29.00, 29.50, 28.00, 26.50, 26.25, 27.00, 29.00, 29.00, 27.00, 27.75, 27.00, 27.25, 26.50, 
11.50, 24.90, 89, 427, 0, 0, 132, 130, 164, -1.64, -0.60, 0.87, 1.04, -0.02, -0.11, 25.00, 26.00, 25.50, 25.00, 26.25, 29.50, 29.25, 29.75, 25.00, 25.50, 24.25, 24.75, 27.50, 31.50, 30.25, 27.00, 24.50, 24.75, 23.25, 24.00, 29.75, 29.75, 29.50, 28.00, 24.25, 25.75, 25.00, 24.75, 30.00, 31.25, 28.00, 27.75, 26.00, 27.00, 27.25, 28.50, 29.50, 30.25, 28.75, 27.75, 26.75, 28.75, 29.25, 31.75, 30.00, 30.25, 27.00, 25.50, 28.00, 30.25, 30.75, 28.75, 29.00, 27.50, 25.75, 26.25, 27.25, 29.00, 28.50, 26.50, 27.00, 27.50, 27.50, 27.25, 
11.50, 24.90, 88, 469, 0, 0, 135, 129, 164, -1.40, -0.47, 1.10, 1.04, -0.03, -0.12, 25.50, 26.25, 25.75, 25.50, 26.75, 30.00, 30.25, 29.75, 25.00, 26.00, 25.00, 24.25, 28.25, 31.50, 30.00, 27.50, 25.25, 25.00, 23.50, 24.00, 30.25, 30.25, 29.50, 28.25, 25.00, 25.75, 25.25, 25.00, 30.50, 31.25, 28.25, 28.00, 26.25, 27.00, 27.50, 28.75, 30.00, 30.50, 29.50, 28.25, 27.00, 28.75, 29.75, 31.75, 30.50, 30.25, 27.25, 25.75, 29.00, 30.25, 30.25, 29.25, 29.25, 27.50, 26.50, 26.75, 27.00, 29.00, 28.50, 26.50, 27.25, 27.50, 27.25, 27.00, 
11.20, 24.90, 88, 427, 0, 0, 132, 131, 164, -1.69, -0.48, 0.89, 1.04, -0.02, -0.12, 25.25, 25.75, 26.00, 25.50, 27.50, 30.25, 30.00, 30.25, 24.75, 25.75, 24.75, 24.50, 28.75, 31.75, 30.25, 27.50, 25.00, 25.00, 23.75, 24.25, 30.75, 30.00, 29.50, 28.50, 25.00, 25.50, 25.50, 25.00, 30.50, 31.25, 28.50, 28.00, 25.75, 27.75, 28.00, 28.75, 29.75, 31.25, 28.75, 28.50, 27.00, 29.00, 29.50, 31.50, 30.25, 30.75, 27.00, 26.00, 28.00, 30.25, 30.25, 29.25, 29.00, 27.75, 26.50, 26.50, 27.50, 28.75, 28.75, 27.00, 27.50, 27.25, 28.25, 27.00, 
11.20, 24.90, 88, 467, 0, 0, 135, 130, 165, -1.59, -0.66, 0.57, 1.04, -0.02, -0.12, 25.25, 25.75, 25.50, 25.25, 27.00, 30.25, 30.00, 29.75, 25.00, 25.75, 24.75, 24.50, 28.00, 31.50, 30.50, 27.25, 24.50, 24.75, 23.50, 24.00, 30.00, 30.00, 29.00, 28.50, 25.00, 25.75, 25.00, 25.25, 30.00, 31.50, 28.25, 27.50, 25.75, 27.50, 27.75, 29.00, 30.00, 30.75, 29.25, 27.75, 27.00, 28.75, 29.50, 31.25, 30.00, 30.25, 26.75, 25.75, 28.00, 30.00, 30.50, 28.50, 28.75, 27.00, 26.25, 26.75, 27.25, 28.50, 28.25, 26.00, 27.25, 27.25, 27.00, 26.75, 
11.00, 24.90, 88, 428, 0, 0, 132, 130, 164, -1.75, -0.56, 0.82, 1.04, -0.03, -0.12, 24.75, 26.25, 25.50, 25.25, 27.00, 30.00, 29.50, 29.25, 25.00, 25.75, 24.50, 24.50, 28.50, 31.75, 30.25, 27.75, 24.50, 25.00, 23.50, 24.00, 30.00, 29.75, 29.25, 28.25, 24.25, 26.25, 24.75, 24.50, 30.50, 31.50, 28.25, 28.00, 26.25, 27.25, 27.25, 28.50, 29.50, 30.75, 29.00, 28.00, 27.00, 28.75, 29.25, 31.50, 30.00, 30.75, 27.75, 26.50, 28.50, 29.75, 29.75, 29.75, 29.50, 27.75, 26.25, 26.50, 27.25, 29.00, 28.50, 27.25, 27.50, 27.50, 27.50, 27.50, 
11.00, 24.90, 88, 469, 0, 1, 135, 130, 164, -1.62, -0.69, 0.69, 1.04, -0.02, -0.11, 24.50, 26.25, 25.50, 25.25, 27.00, 30.00, 29.75, 30.25, 24.50, 25.50, 24.25, 24.75, 29.00, 31.50, 30.00, 27.25, 24.50, 25.00, 23.25, 24.00, 30.50, 29.75, 28.75, 28.50, 24.50, 25.75, 24.75, 24.75, 30.50, 31.50, 28.25, 27.75, 26.25, 27.00, 27.00, 28.25, 29.75, 30.75, 28.75, 27.75, 27.00, 28.25, 29.75, 31.25, 30.00, 31.00, 27.00, 25.75, 28.50, 30.00, 30.00, 29.50, 29.75, 27.50, 26.25, 26.75, 27.25, 28.75, 28.75, 27.25, 27.50, 27.00, 27.00, 27.00, 
10.80, 24.90, 89, 431, 0, 1, 131, 130, 164, -1.70, -0.66, 0.79, 1.05, -0.03, -0.10, 25.50, 25.75, 26.25, 25.50, 26.75, 30.25, 30.25, 29.75, 25.25, 25.50, 25.00, 24.75, 29.00, 31.75, 30.50, 27.25, 25.25, 25.00, 23.50, 23.75, 30.75, 29.75, 29.00, 28.25, 24.75, 25.75, 25.00, 24.50, 30.00, 31.25, 28.25, 27.50, 26.25, 27.50, 27.75, 28.25, 29.75, 31.00, 29.00, 28.00, 26.75, 28.25, 29.25, 31.25, 30.00, 30.50, 27.25, 25.75, 28.25, 30.00, 30.00, 29.50, 29.50, 27.75, 26.75, 26.25, 27.25, 28.75, 28.50, 26.50, 27.75, 27.75, 27.75, 27.50, 
10.80, 24.90, 88, 465, 0, 0, 136, 130, 164, -1.77, -0.76, 1.02, 1.04, -0.03, -0.13, 24.50, 25.50, 25.50, 25.50, 26.50, 30.00, 30.25, 29.25, 24.75, 25.50, 24.75, 24.25, 28.25, 31.75, 29.75, 27.00, 24.25, 24.75, 23.25, 23.75, 30.50, 29.50, 28.50, 28.00, 24.25, 25.75, 24.75, 24.75, 29.75, 31.00, 28.25, 27.25, 26.00, 27.50, 27.00, 28.00, 29.75, 30.75, 28.75, 28.25, 26.75, 28.25, 29.25, 31.25, 30.00, 30.50, 26.75, 26.00, 28.25, 30.00, 30.00, 28.75, 28.50, 27.25, 26.25, 26.50, 27.25, 28.25, 28.25, 26.50, 27.00, 27.25, 27.50, 26.50, 
10.60, 24.90, 88, 437, 0, 0, 131, 131, 165, -1.79, -0.76, 0.68, 1.04, -0.03, -0.12, 24.75, 26.25, 25.50, 25.75, 26.75, 30.00, 30.00, 30.25, 24.25, 25.50, 24.75, 24.50, 28.75, 31.75, 30.00, 27.25, 24.75, 24.75, 23.50, 24.00, 30.00, 30.00, 29.00, 27.75, 24.25, 25.50, 25.00, 24.75, 29.75, 31.00, 28.50, 28.00, 26.25, 27.00, 27.25, 28.25, 29.25, 30.50, 29.00, 27.75, 26.75, 28.50, 29.00, 31.25, 30.25, 30.25, 26.75, 25.50, 28.25, 29.75, 29.50, 29.25, 29.25, 27.50, 25.75, 26.25, 27.00, 29.00, 28.25, 26.50, 27.00, 27.00, 26.75, 27.50, 
10.60, 24.90, 88, 457, 0, 0, 135, 130, 164, -1.84, -0.95, 0.65, 1.04, -0.03, -0.11, 25.50, 25.50, 25.25, 25.50, 26.50, 30.25, 30.25, 29.75, 24.25, 25.00, 24.50, 24.00, 28.25, 31.75, 29.75, 27.50, 24.75, 24.75, 23.50, 23.50, 29.50, 29.00, 28.50, 28.00, 24.25, 25.75, 24.50, 24.50, 29.25, 31.00, 28.50, 27.50, 26.25, 27.00, 27.25, 28.50, 29.75, 30.50, 28.75, 27.50, 26.50, 28.50, 29.00, 31.25, 29.75, 30.50, 27.00, 26.25, 28.00, 30.00, 29.75, 28.75, 29.00, 27.50, 26.00, 26.25, 27.25, 28.50, 28.75, 26.25, 27.00, 27.00, 27.00, 26.50, 
10.40, 24.90, 88, 451, 0, 0, 132, 129, 165, -1.77, -0.69, 0.60, 1.03, -0.02, -0.11, 24.75, 25.25, 25.00, 25.25, 26.50, 30.50, 29.75, 29.75, 24.75, 24.75, 24.50, 24.00, 28.25, 31.50, 29.75, 27.25, 24.50, 24.50, 23.50, 23.50, 30.00, 29.00, 28.75, 27.75, 24.50, 25.50, 25.00, 24.50, 29.75, 31.00, 28.25, 27.75, 25.25, 27.50, 27.75, 28.25, 29.50, 30.50, 28.50, 28.00, 26.50, 28.50, 29.25, 31.25, 29.75, 30.50, 26.75, 25.50, 28.00, 29.75, 29.75, 28.75, 29.00, 27.00, 26.25, 26.25, 27.00, 28.50, 28.25, 26.50, 27.00, 26.75, 27.00, 26.75, 
10.40, 24.90, 88, 446, 0, 1, 135, 130, 164, -1.65, -0.61, 0.83, 1.05, -0.02, -0.11, 24.75, 25.75, 25.75, 25.25, 26.75, 30.25, 30.00, 29.50, 25.00, 25.25, 25.25, 24.25, 28.25, 31.25, 30.00, 26.50, 24.50, 25.25, 23.00, 24.00, 30.25, 29.50, 29.00, 27.50, 24.75, 25.75, 25.00, 25.00, 29.00, 31.00, 28.50, 27.50, 26.25, 27.50, 27.50, 28.00, 30.00, 30.50, 29.00, 28.00, 26.75, 28.25, 29.75, 31.00, 29.75, 30.75, 27.25, 25.75, 28.50, 30.25, 30.00, 29.25, 29.50, 27.25, 26.25, 26.25, 28.00, 29.50, 28.25, 27.00, 27.50, 27.00, 27.25, 27.00, 
10.20, 24.90, 89, 462, 0, 1, 131, 130, 165, -1.68, -0.63, 0.66, 1.04, -0.03, -0.11, 25.00, 26.25, 25.25, 25.25, 26.75, 29.75, 29.50, 29.75, 25.00, 25.25, 24.50, 24.25, 28.25, 31.25, 29.75, 27.00, 24.75, 24.75, 23.25, 23.75, 30.25, 30.00, 28.75, 28.00, 24.50, 25.75, 25.25, 24.50, 29.00, 31.25, 28.50, 27.75, 26.00, 26.75, 27.00, 28.75, 28.25, 30.25, 28.75, 28.50, 26.50, 28.00, 29.25, 30.50, 29.75, 30.50, 28.25, 26.25, 28.25, 30.50, 30.50, 30.50, 30.75, 29.50, 26.50, 26.50, 27.00, 28.75, 28.50, 27.75, 28.50, 27.75, 27.50, 26.50, 
10.20, 24.90, 88, 464, 0, 0, 134, 131, 164, -1.67, -0.67, 0.66, 1.04, -0.02, -0.11, 25.00, 25.50, 25.25, 25.50, 27.25, 29.50, 29.75, 29.25, 24.75, 25.25, 24.25, 24.00, 27.50, 31.25, 29.50, 26.50, 24.25, 24.75, 23.50, 23.25, 30.25, 29.75, 28.25, 28.00, 24.25, 25.25, 25.75, 25.25, 29.50, 30.25, 28.00, 27.25, 26.25, 27.25, 28.75, 28.75, 28.25, 30.00, 28.25, 27.75, 26.50, 28.00, 30.25, 30.25, 29.50, 30.75, 27.00, 26.00, 28.25, 30.00, 29.75, 31.25, 30.00, 28.00, 26.25, 26.00, 27.50, 28.75, 28.75, 28.75, 28.50, 27.50, 27.00, 27.00, 
10.00, 24.90, 88, 468, 0, 0, 133, 129, 164, -1.55, -0.83, 0.76, 1.04, -0.02, -0.10, 25.25, 26.00, 25.75, 25.50, 27.00, 30.50, 29.50, 29.75, 25.00, 25.75, 24.50, 24.25, 27.25, 31.00, 29.75, 27.25, 25.00, 25.00, 23.50, 23.75, 29.25, 29.50, 29.25, 28.00, 24.50, 25.75, 25.75, 27.25, 28.25, 30.75, 28.50, 28.00, 25.75, 27.25, 27.75, 30.00, 29.00, 30.75, 28.75, 28.00, 26.50, 28.25, 30.00, 31.25, 29.75, 30.75, 27.50, 25.75, 28.25, 30.50, 30.50, 29.75, 29.50, 27.75, 26.25, 26.25, 27.00, 29.25, 28.25, 26.25, 27.50, 26.75, 27.75, 26.75, 
10.00, 24.90, 89, 427, 0, 0, 134, 130, 164, -1.67, -0.69, 0.76, 1.05, -0.03, -0.11, 25.00, 26.00, 25.50, 25.25, 27.00, 29.75, 29.50, 30.00, 25.00, 25.25, 24.50, 24.00, 27.50, 31.25, 29.75, 26.75, 24.75, 24.75, 24.00, 23.75, 29.50, 29.25, 28.75, 27.75, 24.50, 25.50, 25.25, 26.75, 28.00, 30.75, 28.50, 27.75, 26.25, 27.25, 27.00, 29.50, 29.00, 30.50, 28.50, 28.25, 27.00, 28.50, 29.00, 30.75, 29.75, 30.50, 27.25, 26.00, 28.00, 30.25, 31.00, 28.50, 29.50, 27.50, 26.25, 26.00, 27.00, 28.75, 28.50, 26.25, 27.25, 27.75, 27.25, 26.25, 
9.80, 24.90, 88, 470, 1, 0, 134, 130, 164, -1.71, -0.50, 0.67, 1.04, -0.02, -0.11, 25.25, 25.50, 25.50, 25.50, 26.75, 29.75, 29.75, 30.00, 24.75, 25.25, 24.25, 24.50, 28.75, 31.50, 29.75, 27.00, 24.50, 24.50, 23.50, 23.75, 30.25, 29.50, 29.00, 27.75, 24.50, 25.50, 25.50, 27.50, 28.50, 30.75, 28.50, 27.50, 26.50, 26.75, 27.25, 29.25, 29.50, 30.50, 28.75, 28.25, 26.75, 28.50, 29.25, 31.00, 29.75, 30.50, 27.25, 25.75, 28.25, 29.75, 30.75, 29.00, 30.00, 27.75, 26.50, 26.25, 27.25, 29.00, 28.50, 26.75, 27.25, 27.00, 27.25, 26.75, 
9.80, 24.90, 88, 448, 1, 0, 131, 129, 165, -1.91, -0.65, 0.84, 1.04, -0.03, -0.12, 25.00, 25.50, 25.25, 25.50, 26.75, 30.00, 29.25, 29.50, 24.75, 25.00, 24.75, 24.50, 28.25, 31.00, 29.50, 26.75, 24.75, 24.50, 23.50, 24.00, 30.25, 29.75, 28.75, 28.00, 24.50, 25.75, 25.25, 27.75, 28.00, 30.25, 28.00, 27.50, 25.75, 27.00, 27.00, 29.50, 29.00, 30.50, 29.00, 28.00, 26.75, 28.25, 29.50, 30.75, 30.25, 30.25, 27.00, 25.75, 28.00, 30.50, 31.00, 29.00, 29.50, 27.75, 26.00, 26.00, 27.25, 29.00, 28.75, 26.25, 27.25, 26.75, 27.00, 27.00, 
9.70, 24.90, 88, 435, 1, 1, 133, 130, 164, -1.73, -0.82, 0.83, 1.04, -0.03, -0.11, 24.75, 25.75, 25.75, 25.25, 27.25, 30.25, 29.25, 29.75, 24.50, 24.75, 24.50, 24.50, 28.75, 31.25, 29.25, 26.75, 24.75, 24.75, 23.50, 24.25, 31.00, 29.75, 28.75, 27.75, 24.25, 25.75, 25.00, 27.50, 28.25, 30.50, 28.25, 27.50, 26.00, 27.00, 27.75, 30.00, 29.50, 30.50, 28.50, 28.00, 26.75, 28.50, 29.75, 31.50, 30.00, 30.50, 26.75, 25.75, 28.75, 30.00, 30.25, 29.25, 29.75, 27.25, 26.50, 26.00, 27.75, 28.50, 28.75, 26.75, 27.50, 27.25, 27.50, 27.00, 
9.70, 24.90, 88, 469, 1, 1, 136, 129, 164, -1.67, -0.47, 0.83, 1.04, -0.02, -0.11, 24.75, 26.00, 25.75, 25.50, 27.00, 30.00, 30.00, 29.75, 24.50, 25.25, 24.75, 24.25, 28.50, 31.25, 29.50, 26.75, 24.50, 24.75, 23.50, 24.00, 30.50, 29.75, 28.50, 28.00, 24.25, 26.00, 25.50, 27.50, 28.25, 30.50, 28.50, 28.00, 25.75, 26.75, 27.75, 29.25, 29.25, 30.25, 28.75, 28.00, 26.50, 28.50, 29.50, 31.00, 30.00, 30.25, 26.50, 25.75, 28.25, 30.25, 30.50, 29.75, 29.50, 27.25, 26.25, 26.00, 27.50, 28.50, 28.50, 26.50, 27.25, 27.00, 27.50, 26.50, 
9.50, 24.90, 88, 449, 1, 0, 130, 131, 164, -1.79, -0.72, 0.71, 1.04, -0.03, -0.10, 24.75, 25.50, 25.25, 25.25, 26.75, 29.75, 29.00, 29.50, 24.25, 25.00, 24.75, 24.25, 28.75, 31.25, 29.50, 26.50, 24.50, 25.00, 23.50, 24.50, 30.00, 29.25, 28.75, 28.00, 24.50, 25.50, 25.25, 27.25, 28.25, 30.50, 27.75, 27.50, 25.75, 27.00, 27.50, 29.50, 29.25, 30.00, 28.25, 27.75, 26.00, 28.50, 30.00, 31.25, 29.50, 30.00, 26.75, 25.50, 27.75, 29.50, 30.25, 29.75, 29.50, 27.25, 25.25, 25.50, 26.75, 28.50, 28.25, 26.50, 27.50, 26.50, 27.00, 26.75, 
